id,title,text,date
19a4eb9435eaa367_14,Introducing Generalized Consensus: An Alternate Approach to Distributed Durability,"This series discusses consensus algorithms and proposes a conceptual framework that makes systems more approachable, adaptable, and flexible. This series discusses consensus algorithms and proposes a conceptual framework that makes systems more approachable, adaptable, and flexible.",2025-11-04 11:55:54
19a4eb9435eaa367_15,"Chrome can now autofill driver's license, vehicle info, and more",Chrome's new 'Enhanced autofill' option lets the browser understand forms better and autofill them faster with more information for users. Chrome's new 'Enhanced autofill' option lets the browser understand forms better and autofill them faster with more information for users.,2025-11-04 11:55:54
19a4eb9435eaa367_16,Is it worrying that 95% of AI enterprise projects fail?,"95% of organizations are getting zero return from their AI projects, but around 95% of hard enterprise IT projects fail anyway - AI projects failing at that rate is nothing special. 95% of organizations are getting zero return from their AI projects, but around 95% of hard enterprise IT projects fail anyway - AI projects failing at that rate is nothing special.",2025-11-04 11:55:54
19a4eb9435eaa367_17,AI's Dial-Up Era,"The Internet in the dial-up era was slow and untrusted, and people called it a fad and bubble - this is where AI is at now. The Internet in the dial-up era was slow and untrusted, and people called it a fad and bubble - this is where AI is at now.",2025-11-04 11:55:54
19a4e89ad42c23ba_1,"Stock markets November 04, 2025","Markets: Like most of us recovering from a busy weekend, stocks came in mixed for their first November trading day yesterday. Gains for Amazon and Nvidia on dealmaking news helped propel the tech-heavy Nasdaq higher, while the Dow lagged.",2025-11-04 10:53:10
19a4e89ad42c23ba_2,Kimberly-Clark is taking Tylenol in $49 billion deal,"Headaches be damned—Kimberly-Clark has struck a $48.7 billion deal to purchase Kenvue—the maker of Tylenol and a company spun off from Johnson & Johnson in 2023—in a takeover that would create the second-biggest proprietor of health and wellness products in the world. Kimberly-Clark is not only a great fake name to use while you’re on vacation: it’s the company responsible for making Huggies and Depend diapers, Kleenex tissues, and Cottonelle toilet paper. By joining forces with Kenvue and its well-known products, like the Johnson’s Baby line and Band-Aid, Kimberly-Clark expects to drive $32 billion in revenue annually. Legal and political issues abound While the Trump administration is amenable to mergers and acquisitions, the president in September promoted unfounded claims linking Tylenol use during pregnancy to autism, something Kenvue and many physician groups said research does not support . Tylenol sales, which Morningstar estimates are worth ~$1 billion a year, have since declined sharply . Plus, Kenvue’s legal troubles are poised to become Kimberly-Clark’s problem if the deal closes as expected in the second half of 2026: • Texas Attorney General Ken Paxton alleged in a lawsuit filed last week that the company hid evidence that linked Tylenol to neurodevelopmental disorders. It also claims that Kenvue was created to shield J&J from legal liability over the link, but the New York Times reports that the timeline doesn’t match the influx of lawsuits beginning in 2022 and the initial plan to make Kenvue its own entity in 2021. • Many lawsuits also claim that the talc formerly used in Johnson’s Baby Powder caused cancer. The terms of the spinoff have largely protected Kenvue in the US, but a similar lawsuit was recently filed in the UK. Zoom out: — Kenvue had been facing activist investor pressure to find a sale—its stock is down nearly 24% YTD even after jumping ~12% yesterday on the news that Kimberly-Clark was paying a 46% premium on its Friday closing price. Kimberly-Clark’s share price, on the other hand, dropped ~14% yesterday. —DL",2025-11-04 10:53:10
19a4e89ad42c23ba_3,Trump administration says it will partially fund SNAP benefits this month,"With the federal government shutdown on track to become the longest ever tonight, the Trump administration told the Rhode Island federal judge who ordered the continuation of the Supplemental Nutrition Assistance Program (SNAP) that it would use all of the $4.65 billion from a contingency fund “to cover 50% of eligible households’ current allotments.” It was not immediately clear when the 42 million Americans who use the food assistance program will receive their monthly benefits. Before the judge’s ruling, the USDA had said last month that SNAP benefits would not be paid at all in November, which has not happened during previous shutdowns.",2025-11-04 10:53:10
19a4e89ad42c23ba_4,OpenAI and Amazon made a $38 billion cloud deal,"The seven-year deal marks the first partnership between the two tech giants. OpenAI bought $38 billion worth of capacity from Amazon Web Services, allowing it to access hundreds of thousands of Nvidia’s graphics processing units at Amazon’s data centers. The companies inked the deal less than a week after OpenAI revised its agreement with Microsoft to let OpenAI get more computing resources without first offering the business to Microsoft. It’s much smaller than OpenAI’s $250 billion cloud deal with Microsoft and its $300 billion deal with Oracle, but it still represents a significant new relationship.",2025-11-04 10:53:10
19a4e89ad42c23ba_5,Coke doubles down on AI-generated holiday advertising,"Coca-Cola, the company whose marketing department cemented the modern image of Santa, released a new AI-generated ad yesterday, even though last year’s attempt evoked more jeers than holiday cheer. In 2024, the company’s AI-made holiday spot prompted backlash, both for its uncanny valley dwelling AI-produced humans, and for the tech’s potential to take jobs away from the creative professionals who would otherwise be creating ad imagery. But it garnered billions of impressions, and the company said this year’s offering—which features animals, not humans—is better. —AR",2025-11-04 10:53:10
19a4e89ad42c23ba_6,Billionaires brace for likely Mamdani win,"As New Yorkers head to the polls today to choose their next Rat Czar appointer, the city’s wealthiest inhabitants are facing the probable scenario of self-described democratic socialist Zohran Mamdani winning the mayoralty. New Yorkers who Uber without a second thought of high net worth, including Bill Ackman and Michael Bloomberg, as well as some wealthy out-of-towners like Alice Walton, poured millions into super PACs opposing Mamdani and backing his top opponent, Andrew Cuomo. (Republican Curtis Sliwa is also in the race.) Why the moneyed fear Mamdani Mamdani wants to pay for his proposals like free buses and universal child care by reaching into the city’s deepest pockets: • Mamdani proposed raising the top municipal income tax rate from 3.9% to 5.9% for New Yorkers making $1+ million per year—of which there were about 35,000 in 2023. • Many titans of industry are ideologically opposed to his policy wish list, which includes raising corporate taxes, implementing a rent freeze on 1 million apartments, and opening city-run grocery stores. Some wealthy New Yorkers claim that they’ll leave Mamdani’s NYC, which could hit city coffers, as top 1% earners account for two-fifths of the city’s income tax revenues. President Trump also endorsed Cuomo yesterday, saying that if Mamdani wins he’d be unlikely to send federal funds to NYC “other than the very minimum as required.” But… — Mamdani's tax-the-rich plan might not happen, even if he wins today’s election, since the state legislature—and not the mayor—sets NYC’s income taxes. —SK",2025-11-04 10:53:10
19a4e89ad42c23ba_7,Martha Stewart wants to be Gen Z’s Martha Stewart,"America’s favorite stockbroker-turned-lifestyle mogul rereleased her first book, Entertaining , today. Though there’s no new material in the reissue, reheating her own nachos for a new generation should be a piece of cake for Martha Stewart, who allegedly made flan in prison one time. Why relaunch? — Entertaining , originally published in 1982, has been out of print for years, but interest in the 300-recipe compendium that spawned Stewart’s business empire spiked last year, after CNN and Netflix both released documentaries about her. The book’s publisher said it decided to reissue the book (a rare move) after new young fans started elbowing for vintage editions: • Online resale prices recently ranged from $173 to $311, or $1,700+ for a shrink-wrapped version, according to the New York Times. • It took five eBay bidding wars for the popular cooking creator Meredith Hayden, aka Wishbone Kitchen , to secure a copy last year, she posted on TikTok. Two changes: — The Entertaining reissue is printed on nicer paper and costs $50, up from $35 originally. But every word is the same, including a dedication to Stewart’s now ex-husband and the use of “Oriental” to refer to Asian cuisine. New audience: — Stewart told the Washington Post that she thinks twenty-somethings will buy the reissue “because I’m cool. Not only can I cook, I hang out with Snoop Dogg and I have gone to jail. I have been through the wringer and come out alive.” —ML",2025-11-04 10:53:10
19a4e89ad42c23ba_8,Prime number: People like watching baseball again,"This year’s World Series between the Toronto Blue Jays and Los Angeles Dodgers was one of the most compelling in history, and the ratings for the heart-stopping Game 7 showed that audiences agreed. The Dodgers’ 11-inning, 5–4 victory in the exhilarating/soul-crushing contest (depending on your perspective) on Saturday night had an average of 25.45 million viewers on Fox in preliminary Nielsen ratings. That’s baseball’s biggest audience since the Astros stole signs and cheated defeated the Dodgers in Game 7 of the 2017 World Series. And once international audiences are included for this year’s Game 7, you can expect an even more jaw-dropping overall total. Game 1 of the 2025 Series had an average of 32.6 million viewers from the US, Canada and Japan, the home country of the Dodgers’ superstar Shohei Ohtani and World Series MVP Yoshinobu Yamamoto. —DL",2025-11-04 10:53:10
19a4e89ad42c23ba_9,Palantir reported another quarter of record revenue and upped its guidance as the AI boom continues.,Palantir reported another quarter of record revenue and upped its guidance as the AI boom continues.,2025-11-04 10:53:10
19a4e89ad42c23ba_10,"President Trump said “I don’t know who he is,” when asked if he was concerned about the appearance of Changpeng Zhao—the founder of cryptocurrency exchange Binance whom he recently granted a pardon—being involved with Trump’s sons’ crypto business during an interview with 60 Minutes .","President Trump said “I don’t know who he is,” when asked if he was concerned about the appearance of Changpeng Zhao—the founder of cryptocurrency exchange Binance whom he recently granted a pardon—being involved with Trump’s sons’ crypto business during an interview with 60 Minutes .",2025-11-04 10:53:10
19a4e89ad42c23ba_11,"Microsoft will ship 60,000 of Nvidia’s AI chips to the United Arab Emirates to be used in data centers as part of a deal approved by the US Commerce Department.","Microsoft will ship 60,000 of Nvidia’s AI chips to the United Arab Emirates to be used in data centers as part of a deal approved by the US Commerce Department.",2025-11-04 10:53:10
19a4e89ad42c23ba_12,More than a dozen state attorneys general sued the Trump administration over its new rule limiting the popular Public Service Loan Forgiveness program.,More than a dozen state attorneys general sued the Trump administration over its new rule limiting the popular Public Service Loan Forgiveness program.,2025-11-04 10:53:10
19a4e89ad42c23ba_13,Shein pulled all sex dolls from its platform after France threatened to ban the e-commerce site over a “childlike” one it was selling days before its first brick-and-mortar location opens in Paris tomorrow.,Shein pulled all sex dolls from its platform after France threatened to ban the e-commerce site over a “childlike” one it was selling days before its first brick-and-mortar location opens in Paris tomorrow.,2025-11-04 10:53:10
19a4e89ad42c23ba_14,The movie box office had its worst Halloween weekend in 31 years after cinemas faced the scary prospect of the holiday falling on a Friday and the World Series competing for attention.,The movie box office had its worst Halloween weekend in 31 years after cinemas faced the scary prospect of the holiday falling on a Friday and the World Series competing for attention.,2025-11-04 10:53:10
19a4e89ad42c23ba_15,"Diane Ladd , a three-time Oscar nominee and the mother of actress Laura Dern, has died at age 89.","Diane Ladd , a three-time Oscar nominee and the mother of actress Laura Dern, has died at age 89.",2025-11-04 10:53:10
19a499372109da68_2,New Version of Siri to 'Lean' on Google Gemini,Apple plans to roll out a revamped version of Siri around March next year. It will reportedly lean on Google Gemini and have an AI-powered web search feature. Apple is rumored to be paying Google to create a custom Gemini-based model that can run on its Private Cloud Compute servers to power Siri. The upgraded Siri will not include Google services or Gemini features. Apple plans to roll out a revamped version of Siri around March next year. It will reportedly lean on Google Gemini and have an AI-powered web search feature. Apple is rumored to be paying Google to create a custom Gemini-based model that can run on its Private Cloud Compute servers to power Siri. The upgraded Siri will not include Google services or Gemini features.,2025-11-03 11:56:31
19a499372109da68_3,Elon Musk: Future Starlink Satellites Will Become Orbiting Data Centers,"Elon Musk recently suggested that scaling up Starlink V3 satellites would enable the creation of a network of orbiting data centers. The V3 satellites will be able to transmit data at up to 200Gbps. SpaceX will need to complete Starship before it can launch its V3 satellites - each V3 could weigh up to 2,000 kilograms, almost four times the current mass of the V2 Mini Starlink satellites. Elon Musk recently suggested that scaling up Starlink V3 satellites would enable the creation of a network of orbiting data centers. The V3 satellites will be able to transmit data at up to 200Gbps. SpaceX will need to complete Starship before it can launch its V3 satellites - each V3 could weigh up to 2,000 kilograms, almost four times the current mass of the V2 Mini Starlink satellites.",2025-11-03 11:56:31
19a499372109da68_4,NASA test flight seeks to help bring commercial supersonic travel back,"NASA's newest experimental supersonic jet, the X-59 Quesst (Quiet SuperSonic Technology), made its first flight last Tuesday. The inaugural flight validated the jet's airworthiness and safety. The X-59 generates a lower 'sonic thump' compared to other supersonic jet designs thanks to its long, slender nose, which breaks up pressure waves that would otherwise merge on parts of the airplane. Its design limits shock waves and directs sound waves up to the sky rather than down toward the ground. The single-seat, single-engine jet can cruise at Mach 1.4 at an altitude of 55,000 feet, nearly twice as high and twice as fast as commercial airliners typically fly. NASA's newest experimental supersonic jet, the X-59 Quesst (Quiet SuperSonic Technology), made its first flight last Tuesday. The inaugural flight validated the jet's airworthiness and safety. The X-59 generates a lower 'sonic thump' compared to other supersonic jet designs thanks to its long, slender nose, which breaks up pressure waves that would otherwise merge on parts of the airplane. Its design limits shock waves and directs sound waves up to the sky rather than down toward the ground. The single-seat, single-engine jet can cruise at Mach 1.4 at an altitude of 55,000 feet, nearly twice as high and twice as fast as commercial airliners typically fly.",2025-11-03 11:56:31
19a499372109da68_5,What the Air You Breathe May Be Doing to Your Brain,There is increasing evidence that chronic exposure to PM2.5 is associated with dementia. These particles are among the smallest. They are easily inhaled and can travel directly from the nose to the brain. Increasing air pollution poses a big health risk for older adults. There is increasing evidence that chronic exposure to PM2.5 is associated with dementia. These particles are among the smallest. They are easily inhaled and can travel directly from the nose to the brain. Increasing air pollution poses a big health risk for older adults.,2025-11-03 11:56:31
19a499372109da68_7,Immutable releases are now generally available,"GitHub releases now support immutability. Immutable releases protect assets and tags from being tampered with after publication. This ensures that the software remains secure and trustworthy. Immutable releases can be enabled at the repository or organizational level. Once enabled, all new releases will be immutable - existing releases remain mutable unless they are republished. Disabling immutability doesn't affect releases created while it was enabled. GitHub releases now support immutability. Immutable releases protect assets and tags from being tampered with after publication. This ensures that the software remains secure and trustworthy. Immutable releases can be enabled at the repository or organizational level. Once enabled, all new releases will be immutable - existing releases remain mutable unless they are republished. Disabling immutability doesn't affect releases created while it was enabled.",2025-11-03 11:56:31
19a499372109da68_8,Your URL Is Your State,"Good URLs describe a conversation between the user and the application. They capture intent, preserve context, and enable sharing in ways that no other state management solution can match. URLs can be state containers, user interfaces, and contracts all rolled into one. State management libraries still have their place, but the best solution is just to use the URL. Good URLs describe a conversation between the user and the application. They capture intent, preserve context, and enable sharing in ways that no other state management solution can match. URLs can be state containers, user interfaces, and contracts all rolled into one. State management libraries still have their place, but the best solution is just to use the URL.",2025-11-03 11:56:31
19a499372109da68_9,AI Broke Interviews,"AI caused the entire remote-interview infrastructure to collapse by breaking the basic assumption that the person answering was the person thinking. Companies should start testing for things only real engineers can do. They need high-signal, human-centric interviews that reflect how engineering actually works. Future interviews will feel like a conversation between people who want to build something together. AI caused the entire remote-interview infrastructure to collapse by breaking the basic assumption that the person answering was the person thinking. Companies should start testing for things only real engineers can do. They need high-signal, human-centric interviews that reflect how engineering actually works. Future interviews will feel like a conversation between people who want to build something together.",2025-11-03 11:56:31
19a499372109da68_10,Palantir Thinks College Might Be a Waste. So It's Hiring High-School Grads,Palantir's 'Meritocracy Fellowship' is an experiment launched under the thesis that existing universities in the US are no longer reliable or necessary for training good workers. Palantir is a data analytics company known for its government contracts. The four-month fellowship program gives its 22 students a chance to work full-time at Palantir. This article gives readers a look inside the program to see what it is like. Palantir's 'Meritocracy Fellowship' is an experiment launched under the thesis that existing universities in the US are no longer reliable or necessary for training good workers. Palantir is a data analytics company known for its government contracts. The four-month fellowship program gives its 22 students a chance to work full-time at Palantir. This article gives readers a look inside the program to see what it is like.,2025-11-03 11:56:31
19a499372109da68_12,NASA's Orion Space Capsule Is Flaming Garbage,"The Orion Capsule, currently being developed by Lockheed Martin for the Artemis Program, is absurdly expensive, far too slow and heavy, unsafe, and unfit for its purpose. The Orion Capsule, currently being developed by Lockheed Martin for the Artemis Program, is absurdly expensive, far too slow and heavy, unsafe, and unfit for its purpose.",2025-11-03 11:56:31
19a499372109da68_13,Build system tradeoffs,"Writing build rules in a 'normal' but constrained programming language, then serializing them to a build graph, has surprisingly few tradeoffs. Writing build rules in a 'normal' but constrained programming language, then serializing them to a build graph, has surprisingly few tradeoffs.",2025-11-03 11:56:31
19a499372109da68_14,The End of Cloud Inference,The cloud doesn't have to be the place where every single thought has to happen. The cloud doesn't have to be the place where every single thought has to happen.,2025-11-03 11:56:31
19a499372109da68_15,How I Use Every Claude Code Feature,"The post covers useful Claude Code features, including the Claude.md file, custom slash commands, Subagents, Hooks, and GitHub Actions. The post covers useful Claude Code features, including the Claude.md file, custom slash commands, Subagents, Hooks, and GitHub Actions.",2025-11-03 11:56:31
19a499372109da68_16,US defense company Anduril flies its uncrewed jet drone for first time,"Anduril's drone, the YFQ-44A, can manage its own flight controls and throttle adjustment without human command. Anduril's drone, the YFQ-44A, can manage its own flight controls and throttle adjustment without human command.",2025-11-03 11:56:31
19a499372109da68_17,"China's Baidu says weekly robotaxi rides hit 250,000 — same as Alphabet's Waymo this spring",Baidu's Apollo Go robotaxis have so far not been involved in any major accidents that involve human injury or death. Baidu's Apollo Go robotaxis have so far not been involved in any major accidents that involve human injury or death.,2025-11-03 11:56:31
19a4949c75ce5b52_1,"Stock markets November 03, 2025","Markets: October Effect? Don’t know her. On Friday, major indexes not only had winning days and winning weeks, but they also closed out positive months. For the S&P 500 and the Dow, October was their sixth winning month in a row. And for the Nasdaq, it was the seventh. Time will tell if November lives up to its reputation for being a strong month for stocks...",2025-11-03 10:26:33
19a4949c75ce5b52_2,Signs of K-shaped economy popping up everywhere,"Recent earnings reports and consumer data show a bifurcation in the US that experts call a “ K-shaped ” economy. It means wealthy consumers do well and spend freely while lower- and middle-income people struggle and scrimp. In the US’ current market realities, that looks like: • The affluent doing very well along with the booming stock market and the appreciation of their homes in the inventory-crunched real estate market. • Nearly everyone else faltering due to a shaky job market, high interest rates, and/or inflation. Some of the sectors flashing “K” Auto: — In September, the cost of a new vehicle passed the $50,000 mark for the first time, according to Cox Automotive’s Kelley Blue Book. And repossession volume passing through Manheim, the auction group owned by Cox, was up 12% through the end of September on an annualized basis, according to the Wall Street Journal’s deep-dive into the rise of auto repos. Airlines: — Delta Air Lines CEO Ed Bastian said that sales of premium seats would exceed those of coach seats for at least one or two quarters in 2026. Food & bev: — Coca-Cola CEO James Quincey told CNBC that sales of its premium brands, like Smartwater, Topo Chico, and Fairlife, are juicing the company’s sales, while Coke demand is up at dollar stores, as well as at amusement parks frequented by higher spenders. Consumer goods: — Apple grew by double digits last quarter, thanks to strong sales of the $799 iPhone 17. And while economist Leo Feler told Marketplace that “everyone has kept buying health and personal care items,” how and when they buy them has changed. Wealthier shoppers are making hauls at Costco, while budget-constrained shoppers use up everything at home before going shopping. Zoom out: — Economic trends suggest that the gap will widen rather than narrow. Economist Betsey Stevenson of the University of Michigan told Marketplace, “The real risk to a K-shaped economy is social and political instability.”— HVL",2025-11-03 10:26:33
19a4949c75ce5b52_3,"Government shutdown enters fifth week, with more consequences","More than 65,000 children are at risk of losing access to Head Start , the national childcare and early childhood learning program for low-income families, as more funding lapses hit centers in multiple states. Local Head Start programs receive their annual funding at different times of the year. Those that receive their annual budget on Oct. 1 have already been disrupted. Now, those scheduled to receive funding on Nov. 1 have been impacted, as will those with Dec. 1 funding dates if the shutdown continues. And yesterday, on CBS’s Face the Nation , Transportation Secretary Sean Duffy said that he would not fire air traffic controllers who do not show up to work without pay during the government shutdown, and “We will slow traffic down, you’ll see delays, we’ll have flights canceled to make sure the system is safe” if there aren’t enough ATCs to cover shifts. And on CNN’s State of the Union , Treasury Secretary Scott Bessent said that the Trump administration “could” make SNAP payments by Wednesday. If the shutdown continues until Wednesday, it will be the longest ever.",2025-11-03 10:26:33
19a4949c75ce5b52_4,The Dodgers bested the Blue Jays to win the World Series,"It all came down to Game 7 on Saturday night in Toronto. With a tie in the ninth inning , the Dodgers called in relief pitcher Yoshinobu Yamamoto, who had pitched six innings the day before and had never before pitched on consecutive days as a professional. Yamamoto proceeded to throw a perfect defensive inning in the 10th and helped clinch the final outs in the 11th inning to secure victory for Los Angeles, 5–4, and the title. Yamamoto was named World Series MVP. After the game, fellow Dodgers star Shohei Ohtani said of Yamamoto, “I have no idea how he pulled it off. I really believe he is the No. 1 pitcher in the whole world.” The Dodgers will bring the Commissioner’s Trophy to the victory parade today in Los Angeles. City officials are anticipating high levels of fan delirium: Hearings scheduled for Monday at downtown Los Angeles courthouses have been postponed due to street closures and expected crowd sizes.",2025-11-03 10:26:33
19a4949c75ce5b52_5,Las Vegas gets largest fleet of police Cybertrucks from billionaire tech donor,"Investor Ben Horowitz, who co-founded Andreessen Horowitz, and his wife, Felicia, donated 10 black-and-white Cybertruck patrol vehicles to the Las Vegas Metropolitan Police Department. The couple is prominent in the area. Clark County Sheriff Kevin McMahill called the vehicles “the future of policing” at a press conference and said 400 officers had been trained to operate the truck, which will roll out onto the streets of Vegas within the next two weeks. McMahill said the vehicles have been updated with extended battery capacity, ladders, shields, and shotguns. The gesture by the philanthropists has raised concerns about private-interest donations in the public sphere.— HVL",2025-11-03 10:26:33
19a4949c75ce5b52_6,Amazon tries to sell normie brands at Whole Foods,"The Everything Store is looking for a more organic way to sell you junk food. Enter Whole Foods, the grocery chain that built its name on natural ingredients. Having its Berry Chantilly Cake and Little Debbies, too: — Amazon, which bought Whole Foods in 2017, doesn’t want to sully the chain’s clean-living reputation, but it also doesn’t want to miss out on Americans spending on groceries. So, it’s experimenting with ways to introduce mass-market brands, like cordoning them off to their own special section. According to the Wall Street Journal: • In one Philadelphia-area store, if customers crave something they can’t find, they can order it on the Amazon app, and a team of backroom robots will get it to them. • In Chicago, one store’s coffee shop and seating area were replaced by an “Amazon Grocery” kiosk reminiscent of a convenience store. More is in store: — Amazon, which has been working to more closely integrate its operations with Whole Foods, hasn’t said whether it’ll expand the experiments, but it’s definitely not done tweaking its grocery game. Amazon plans to launch its own private label grocery brand and expand same-day delivery of perishable food items to 2,300 cities by 2026.— BC",2025-11-03 10:26:33
